Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A4334b,A71EV2A-x4334_C_201_v2,A71EV2A-x4334,ASAP-0035316-001,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4334a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4334a,A71EV2A-x4334_A_201_v2,A71EV2A-x4334,ASAP-0035316-001,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4334a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4336a,A71EV2A-x4336_A_201_v2,A71EV2A-x4336,ASAP-0035275-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4336a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4347a,A71EV2A-x4347_A_201_v2,A71EV2A-x4347,ASAP-0035376-001,COc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4347a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4365b,A71EV2A-x4365_C_201_v2,A71EV2A-x4365,ASAP-0035370-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCCO3)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4365a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4365a,A71EV2A-x4365_A_201_v2,A71EV2A-x4365,ASAP-0035370-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCCO3)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4365a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4372a,A71EV2A-x4372_A_201_v2,A71EV2A-x4372,ASAP-0035287-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4372a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4381a,A71EV2A-x4381_A_201_v2,A71EV2A-x4381,ASAP-0035293-001,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4381a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4203a,A71EV2A-x4203_A_201_v2,A71EV2A-x4203,ASAP-0032793-001,COc1cc(Cl)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4203a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4207b,A71EV2A-x4207_C_201_v2,A71EV2A-x4207,ASAP-0032772-001,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4207a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4207a,A71EV2A-x4207_A_201_v2,A71EV2A-x4207,ASAP-0032772-001,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4207a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4237b,A71EV2A-x4237_C_201_v2,A71EV2A-x4237,ASAP-0034497-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7r - A71EV2A-x4283/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7r - A4283/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4237a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4237a,A71EV2A-x4237_A_201_v2,A71EV2A-x4237,ASAP-0034497-001,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7q - A71EV2A-x4283/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7q - A4283/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A4237a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A4260a,A71EV2A-x4260_A_201_v2,A71EV2A-x4260,ASAP-0034462-001,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,A71EV2A-x0526/A/133/A_v1,True,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A4260a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
