Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] P2 Wave 1,[Other] P3 compound design,[Other] New,[Other] Active site fragment,[Other] S1 site,[Other] S1' site,[Other] S2 site,[Other] S3 site,[Other] S5 site,[Other] Covalent,[Series] Piperidine series,[Other] Sun-roof open,[Other] Fragment Screen,[Other] upload_1 2024-12-06,[Other] S4 site,[Other] Bogyo covalents,[Series] Indazole series,[Other] upload_061224,[Other] upload_2 2024-12-12
A3587a,A71EV2A-x3587_A_201_v1,A71EV2A-x3587,ASAP-0032437-001,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3587a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3371a,A71EV2A-x3371_A_201_v1,A71EV2A-x3371,ASAP-0032051-001,Cn1cnc(CCNC(=O)c2nn(C)c3ccccc23)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3371a,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False
A3379a,A71EV2A-x3379_A_201_v1,A71EV2A-x3379,ASAP-0032067-001,C[C@@H](Cc1cocn1)NC(=O)c1nn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3379a,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False
A3392a,A71EV2A-x3392_A_201_v1,A71EV2A-x3392,ASAP-0032113-001,O=C(NCCc1cocn1)N1CCc2ccccc21,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3392a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A3403a,A71EV2A-x3403_A_201_v1,A71EV2A-x3403,ASAP-0032079-001,Cn1cc2cccc(NC(=O)Cc3cocn3)c2n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3403a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
A3408a,A71EV2A-x3408_A_201_v1,A71EV2A-x3408,ASAP-0032235-001,C=CS(=O)(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3408a,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
A3410a,A71EV2A-x3410_A_201_v1,A71EV2A-x3410,ASAP-0032204-001,Cc1nn(C)c2cc(C(=O)NCCc3cocn3)ccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3410a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
A3417a,A71EV2A-x3417_A_201_v1,A71EV2A-x3417,ASAP-0032203-001,NC(=O)[C@H]1CCCN(C(=O)NCC2CC2)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3417a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3419a,A71EV2A-x3419_A_201_v1,A71EV2A-x3419,ASAP-0032226-001,Cn1nc(C(=O)NCCc2cocn2)c2ccccc2c1=O,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3419a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A3435a,A71EV2A-x3435_A_201_v1,A71EV2A-x3435,ASAP-0032228-001,O=C(NCCc1cocn1)c1ccccc1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3435a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A3436a,A71EV2A-x3436_A_201_v1,A71EV2A-x3436,ASAP-0032179-001,Cn1ncc(C(=O)NCCc2cocn2)n1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3436a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A3450a,A71EV2A-x3450_A_201_v1,A71EV2A-x3450,ASAP-0032225-001,N#Cc1sccc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3450a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3480a,A71EV2A-x3480_A_201_v1,A71EV2A-x3480,ASAP-0032363-001,N#CCc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3480a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3483a,A71EV2A-x3483_A_201_v1,A71EV2A-x3483,ASAP-0032369-001,COCc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3483a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3485a,A71EV2A-x3485_A_201_v1,A71EV2A-x3485,ASAP-0032359-001,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3485a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3488a,A71EV2A-x3488_A_201_v1,A71EV2A-x3488,ASAP-0032330-001,COCC(=O)Nc1c(Cl)cc(C)cc1Oc1cccc(C(N)=O)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3488a,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A3489a,A71EV2A-x3489_A_201_v1,A71EV2A-x3489,ASAP-0032371-001,Cc1nc2n(c1CC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3489a,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
A3509b,A71EV2A-x3509_C_201_v1,A71EV2A-x3509,ASAP-0032365-001,N#Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3509a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3509a,A71EV2A-x3509_A_201_v1,A71EV2A-x3509,ASAP-0032365-001,N#Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3509a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3510a,A71EV2A-x3510_A_201_v1,A71EV2A-x3510,ASAP-0032380-001,Cc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3510a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3593a,A71EV2A-x3593_A_201_v1,A71EV2A-x3593,ASAP-0032067-002,C[C@@H](Cc1cocn1)NC(=O)c1nn(C)c2ccccc12,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3593a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3606a,A71EV2A-x3606_A_201_v1,A71EV2A-x3606,ASAP-0032503-001,Cn1ncc(-c2cc(Cl)cc(Cl)c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3606a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3612a,A71EV2A-x3612_A_201_v1,A71EV2A-x3612,ASAP-0032455-001,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2F)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3612a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3616b,A71EV2A-x3616_C_201_v1,A71EV2A-x3616,ASAP-0032527-001,Cc1ccccc1CNC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3616a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3616a,A71EV2A-x3616_A_201_v1,A71EV2A-x3616,ASAP-0032527-001,Cc1ccccc1CNC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3616a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3618a,A71EV2A-x3618_A_201_v1,A71EV2A-x3618,ASAP-0032428-001,CCNC(=O)c1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3618a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3634a,A71EV2A-x3634_A_201_v1,A71EV2A-x3634,ASAP-0032512-001,COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3634a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3663a,A71EV2A-x3663_A_201_v1,A71EV2A-x3663,ASAP-0032409-001,COc1ccccc1CC(=O)N1CCO[C@@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3663a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3665a,A71EV2A-x3665_A_201_v1,A71EV2A-x3665,ASAP-0032514-001,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC(F)(F)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3665a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3685a,A71EV2A-x3685_A_201_v1,A71EV2A-x3685,ASAP-0032450-001,COc1ccccc1CC(=O)N1CC[C@@H](NC(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3685a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3694b,A71EV2A-x3694_C_201_v1,A71EV2A-x3694,ASAP-0032482-001,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7k - A71EV2A-x3509/C/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7k - A3509/C/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3694a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3694a,A71EV2A-x3694_A_201_v1,A71EV2A-x3694,ASAP-0032482-001,COc1ccccc1CC(=O)N1CC[C@@H](CC(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F7j - A71EV2A-x3509/A/201/1,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F7j - A3509/A/201,A1 - monomer,F7 - A712A/x4207/8.1/refmac1/1st/ref,A3694a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3522a,A71EV2A-x3522_A_201_v1,A71EV2A-x3522,ASAP-0032660-001,COCC(=O)Nc1c(Cl)cc(C)cc1OCc1ncccn1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F5i - A71EV2A-x3175/A/201/1,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - A0526/A/147/1,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,1a - A0526/A/147,1 - Active Site,F5i - A3175/A/201,A1 - monomer,F5 - A71EV2A/x3178/new/long/dials/041024,A3522a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3546a,A71EV2A-x3546_A_201_v1,A71EV2A-x3546,ASAP-0032626-001,COc1ccc(F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3546a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3548a,A71EV2A-x3548_A_201_v1,A71EV2A-x3548,ASAP-0032594-001,COc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - A0526/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,1a - A0526/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,F8 - A712A/x4271/2.1/refmac1/1st/ref,A3548a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A3550a,A71EV2A-x3550_A_203_v1,A71EV2A-x3550,ASAP-0032637-001,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C,A71EV2A-x0526/A/133/A_v1,False,1a - A71EV2A-x0526/A/147,1 - A71EV2A-x0526/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - A0526/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,1a - A0526/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,F1 - A71/2A/open,A3550a,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
