,1_product_smiles
7155,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H]3CC[C@H]1CNC3=O)CS2
7156,Cc1cccc2c1[C@H](C(=O)N1C[C@H]3CC[C@H]1CNC3=O)CS2
7157,Cc1cccc2c1[C@@H](C(=O)N1C[C@H]3CC[C@H]1CNC3=O)CS2
7158,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3C[C@]3(C(N)=O)C1)CS2
7159,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3C[C@]3(C(N)=O)C1)CS2
7160,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3C[C@]3(C(N)=O)C1)CS2
7161,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3C[C@]3(C(N)=O)C1)CS2
7162,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3C[C@@]3(C(N)=O)C1)CS2
7163,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3C[C@@]3(C(N)=O)C1)CS2
7164,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3C[C@@]3(C(N)=O)C1)CS2
7165,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3C[C@@]3(C(N)=O)C1)CS2
7166,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(N)=O)[C@H]3C[C@H]1C3)CS2
7167,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(N)=O)[C@H]3C[C@H]1C3)CS2
7168,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(N)=O)[C@H]3C[C@H]1C3)CS2
7169,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@H]3C[C@H]1C3)CS2
7170,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(N)=O)[C@H]3C[C@@H]1C3)CS2
7171,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(N)=O)[C@H]3C[C@@H]1C3)CS2
7172,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(N)=O)[C@H]3C[C@@H]1C3)CS2
7173,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(N)=O)[C@H]3C[C@@H]1C3)CS2
7174,Cc1cccc2c1[C@H](C(=O)N1C[C@]3(C(N)=O)CC[C@@H]1C3)CS2
7175,Cc1cccc2c1[C@@H](C(=O)N1C[C@]3(C(N)=O)CC[C@@H]1C3)CS2
7176,Cc1cccc2c1[C@H](C(=O)N1C[C@@]3(C(N)=O)CC[C@@H]1C3)CS2
7177,Cc1cccc2c1[C@@H](C(=O)N1C[C@@]3(C(N)=O)CC[C@@H]1C3)CS2
7178,Cc1cccc2c1[C@H](C(=O)N1C[C@]3(C(N)=O)CC[C@H]1C3)CS2
7179,Cc1cccc2c1[C@@H](C(=O)N1C[C@]3(C(N)=O)CC[C@H]1C3)CS2
7180,Cc1cccc2c1[C@H](C(=O)N1C[C@@]3(C(N)=O)CC[C@H]1C3)CS2
7181,Cc1cccc2c1[C@@H](C(=O)N1C[C@@]3(C(N)=O)CC[C@H]1C3)CS2
7182,Cc1cccc2c1[C@H](C(=O)N1CC[C@]3(C)NC(=O)[C@@H]3C1)CS2
7183,Cc1cccc2c1[C@@H](C(=O)N1CC[C@]3(C)NC(=O)[C@@H]3C1)CS2
7184,Cc1cccc2c1[C@H](C(=O)N1CC[C@@]3(C)NC(=O)[C@@H]3C1)CS2
7185,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@]3(C)NC(=O)[C@@H]3C1)CS2
7186,Cc1cccc2c1[C@H](C(=O)N1CC[C@]3(C)NC(=O)[C@H]3C1)CS2
7187,Cc1cccc2c1[C@@H](C(=O)N1CC[C@]3(C)NC(=O)[C@H]3C1)CS2
7188,Cc1cccc2c1[C@H](C(=O)N1CC[C@@]3(C)NC(=O)[C@H]3C1)CS2
7189,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@]3(C)NC(=O)[C@H]3C1)CS2
7190,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@H]3C(=O)NC[C@@H]31)CS2
7191,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@H]3C(=O)NC[C@@H]31)CS2
7192,Cc1cccc2c1[C@H](C(=O)N1CCC[C@H]3C(=O)NC[C@@H]31)CS2
7193,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@H]3C(=O)NC[C@@H]31)CS2
7194,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@H]3C(=O)NC[C@H]31)CS2
7195,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@H]3C(=O)NC[C@H]31)CS2
7196,Cc1cccc2c1[C@H](C(=O)N1CCC[C@H]3C(=O)NC[C@H]31)CS2
7197,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@H]3C(=O)NC[C@H]31)CS2
7198,CNC(=O)[C@@H]1[C@@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@@H]21
7199,CNC(=O)[C@H]1[C@@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@@H]21
7200,CNC(=O)[C@@H]1[C@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@@H]21
7201,CNC(=O)[C@H]1[C@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@@H]21
7202,CNC(=O)[C@@H]1[C@@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@@H]21
7203,CNC(=O)[C@H]1[C@@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@@H]21
7204,CNC(=O)[C@@H]1[C@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@@H]21
7205,CNC(=O)[C@H]1[C@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@@H]21
7206,CNC(=O)[C@@H]1[C@@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@H]21
7207,CNC(=O)[C@H]1[C@@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@H]21
7208,CNC(=O)[C@@H]1[C@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@H]21
7209,CNC(=O)[C@H]1[C@H]2CCN(C(=O)[C@@H]3CSc4cccc(C)c43)[C@H]21
7210,CNC(=O)[C@@H]1[C@@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@H]21
7211,CNC(=O)[C@H]1[C@@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@H]21
7212,CNC(=O)[C@@H]1[C@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@H]21
7213,CNC(=O)[C@H]1[C@H]2CCN(C(=O)[C@H]3CSc4cccc(C)c43)[C@H]21
7214,Cc1cccc2c1[C@H](C(=O)N1C[C@@H]3C[C@H](C1)N(C)C3=O)CS2
7215,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H]3C[C@H](C1)N(C)C3=O)CS2
7216,Cc1cccc2c1[C@H](C(=O)N1C[C@H]3C[C@H](C1)N(C)C3=O)CS2
7217,Cc1cccc2c1[C@@H](C(=O)N1C[C@H]3C[C@H](C1)N(C)C3=O)CS2
7218,Cc1cccc2c1[C@H](C(=O)N1C[C@@H]3C[C@@H](C1)N(C)C3=O)CS2
7219,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H]3C[C@@H](C1)N(C)C3=O)CS2
7220,Cc1cccc2c1[C@H](C(=O)N1C[C@H]3C[C@@H](C1)N(C)C3=O)CS2
7221,Cc1cccc2c1[C@@H](C(=O)N1C[C@H]3C[C@@H](C1)N(C)C3=O)CS2
7222,Cc1cccc2c1[C@H](C(=O)N1CCC3=NNC(=O)[C@@H]3C1)CS2
7223,Cc1cccc2c1[C@@H](C(=O)N1CCC3=NNC(=O)[C@@H]3C1)CS2
7224,Cc1cccc2c1[C@H](C(=O)N1CCC3=NNC(=O)[C@H]3C1)CS2
7225,Cc1cccc2c1[C@@H](C(=O)N1CCC3=NNC(=O)[C@H]3C1)CS2
7226,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3ONC(=O)[C@@H]3C1)CS2
7227,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3ONC(=O)[C@@H]3C1)CS2
7228,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3ONC(=O)[C@@H]3C1)CS2
7229,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3ONC(=O)[C@@H]3C1)CS2
7230,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3ONC(=O)[C@H]3C1)CS2
7231,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3ONC(=O)[C@H]3C1)CS2
7232,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3ONC(=O)[C@H]3C1)CS2
7233,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3ONC(=O)[C@H]3C1)CS2
7234,Cc1cccc2c1[C@H](C(=O)N1CCC[C@]3(C(N)=O)C[C@H]13)CS2
7235,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@]3(C(N)=O)C[C@H]13)CS2
7236,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@]3(C(N)=O)C[C@H]13)CS2
7237,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@]3(C(N)=O)C[C@H]13)CS2
7238,Cc1cccc2c1[C@H](C(=O)N1CCC[C@]3(C(N)=O)C[C@@H]13)CS2
7239,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@]3(C(N)=O)C[C@@H]13)CS2
7240,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@]3(C(N)=O)C[C@@H]13)CS2
7241,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@]3(C(N)=O)C[C@@H]13)CS2
7242,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@@H]2C[C@@H]21
7243,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@@H]2C[C@H]12
7244,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@@H]2C[C@@H]21
7245,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@@H]2C[C@H]12
7246,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@H]2C[C@H]12
7247,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@H]2C[C@H]12
7248,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@H]2C[C@H]12
7249,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@H]2C[C@H]12
7250,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@@H]2C[C@H]21
7251,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@@H]2C[C@@H]12
7252,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@@H]2C[C@H]21
7253,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@@H]2C[C@@H]12
7254,CNC(=O)[C@@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@H]2C[C@@H]12
7255,CNC(=O)[C@H]1CN(C(=O)[C@@H]2CSc3cccc(C)c32)[C@H]2C[C@@H]12
7256,CNC(=O)[C@@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@H]2C[C@@H]12
7257,CNC(=O)[C@H]1CN(C(=O)[C@H]2CSc3cccc(C)c32)[C@H]2C[C@@H]12
7258,Cc1cccc2c1[C@H](C(=O)N1C[C@@H]3CNC(=O)[C@H](C3)C1)CS2
7259,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H]3CNC(=O)[C@H](C3)C1)CS2
7260,Cc1cccc2c1[C@H](C(=O)N1C[C@H]3CNC(=O)[C@H](C3)C1)CS2
7261,Cc1cccc2c1[C@@H](C(=O)N1C[C@H]3CNC(=O)[C@H](C3)C1)CS2
7262,Cc1cccc2c1[C@H](C(=O)N1C[C@@H]3CNC(=O)[C@@H](C3)C1)CS2
7263,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H]3CNC(=O)[C@@H](C3)C1)CS2
7264,Cc1cccc2c1[C@H](C(=O)N1C[C@H]3CNC(=O)[C@@H](C3)C1)CS2
7265,Cc1cccc2c1[C@@H](C(=O)N1C[C@H]3CNC(=O)[C@@H](C3)C1)CS2
7266,Cc1cccc2c1[C@H](C(=O)N[C@]1(C(N)=O)CCCNC1)CS2
7267,Cc1cccc2c1[C@@H](C(=O)N[C@]1(C(N)=O)CCCNC1)CS2
7268,Cc1cccc2c1[C@H](C(=O)N[C@@]1(C(N)=O)CCCNC1)CS2
7269,Cc1cccc2c1[C@@H](C(=O)N[C@@]1(C(N)=O)CCCNC1)CS2
7270,Cc1cccc2c1[C@H](C(=O)N1CCC[C@](N)(C(N)=O)C1)CS2
7271,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@](N)(C(N)=O)C1)CS2
7272,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@](N)(C(N)=O)C1)CS2
7273,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@](N)(C(N)=O)C1)CS2
7274,Cc1cccc2c1[C@H](C(=O)N1CC[C@H](N)[C@H](C(N)=O)C1)CS2
7275,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H](N)[C@H](C(N)=O)C1)CS2
7276,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H](N)[C@H](C(N)=O)C1)CS2
7277,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H](N)[C@H](C(N)=O)C1)CS2
7278,Cc1cccc2c1[C@H](C(=O)N1CC[C@H](N)[C@@H](C(N)=O)C1)CS2
7279,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H](N)[C@@H](C(N)=O)C1)CS2
7280,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H](N)[C@@H](C(N)=O)C1)CS2
7281,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H](N)[C@@H](C(N)=O)C1)CS2
7282,Cc1cccc2c1[C@H](C(=O)N[C@@H]1CCNC[C@@H]1C(N)=O)CS2
7283,Cc1cccc2c1[C@@H](C(=O)N[C@@H]1CCNC[C@@H]1C(N)=O)CS2
7284,Cc1cccc2c1[C@H](C(=O)N[C@H]1CCNC[C@@H]1C(N)=O)CS2
7285,Cc1cccc2c1[C@@H](C(=O)N[C@H]1CCNC[C@@H]1C(N)=O)CS2
7286,Cc1cccc2c1[C@H](C(=O)N[C@@H]1CCNC[C@H]1C(N)=O)CS2
7287,Cc1cccc2c1[C@@H](C(=O)N[C@@H]1CCNC[C@H]1C(N)=O)CS2
7288,Cc1cccc2c1[C@H](C(=O)N[C@H]1CCNC[C@H]1C(N)=O)CS2
7289,Cc1cccc2c1[C@@H](C(=O)N[C@H]1CCNC[C@H]1C(N)=O)CS2
7290,Cc1cccc2c1[C@H](C(=O)N1C[C@H](N)C[C@H](C(N)=O)C1)CS2
7291,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](N)C[C@H](C(N)=O)C1)CS2
7292,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](N)C[C@H](C(N)=O)C1)CS2
7293,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](N)C[C@H](C(N)=O)C1)CS2
7294,Cc1cccc2c1[C@H](C(=O)N1C[C@H](N)C[C@@H](C(N)=O)C1)CS2
7295,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](N)C[C@@H](C(N)=O)C1)CS2
7296,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](N)C[C@@H](C(N)=O)C1)CS2
7297,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](N)C[C@@H](C(N)=O)C1)CS2
7298,Cc1cccc2c1[C@H](C(=O)N[C@@H]1CNC[C@H](C(N)=O)C1)CS2
7299,Cc1cccc2c1[C@@H](C(=O)N[C@@H]1CNC[C@H](C(N)=O)C1)CS2
7300,Cc1cccc2c1[C@H](C(=O)N[C@H]1CNC[C@H](C(N)=O)C1)CS2
7301,Cc1cccc2c1[C@@H](C(=O)N[C@H]1CNC[C@H](C(N)=O)C1)CS2
7302,Cc1cccc2c1[C@H](C(=O)N[C@@H]1CNC[C@@H](C(N)=O)C1)CS2
7303,Cc1cccc2c1[C@@H](C(=O)N[C@@H]1CNC[C@@H](C(N)=O)C1)CS2
7304,Cc1cccc2c1[C@H](C(=O)N[C@H]1CNC[C@@H](C(N)=O)C1)CS2
7305,Cc1cccc2c1[C@@H](C(=O)N[C@H]1CNC[C@@H](C(N)=O)C1)CS2
7306,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@@H]1CCCNC1)CS2
7307,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@@H]1CCCNC1)CS2
7308,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@H]1CCCNC1)CS2
7309,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@H]1CCCNC1)CS2
7310,Cc1cccc2c1[C@H](C(=O)N1CCC[C@H](C(=O)NN)C1)CS2
7311,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@H](C(=O)NN)C1)CS2
7312,Cc1cccc2c1[C@H](C(=O)N1CCC[C@@H](C(=O)NN)C1)CS2
7313,Cc1cccc2c1[C@@H](C(=O)N1CCC[C@@H](C(=O)NN)C1)CS2
7314,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@@H]31)CS2
7315,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@@H]31)CS2
7316,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@H]13)CS2
7317,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@H]13)CS2
7318,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@@H]31)CS2
7319,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@@H]31)CS2
7320,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@@H]31)CS2
7321,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@@H]31)CS2
7322,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@H]31)CS2
7323,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@H]31)CS2
7324,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@@H]13)CS2
7325,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@@H]13)CS2
7326,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@H]31)CS2
7327,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@H]31)CS2
7328,Cc1cccc2c1[C@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@H]31)CS2
7329,Cc1cccc2c1[C@@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@H]31)CS2
7330,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7331,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7332,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7333,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7334,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7335,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7336,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7337,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7338,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7339,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7340,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7341,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7342,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@H]31)CS2
7343,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@H]31)CS2
7344,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@H]31)CS2
7345,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@H]31)CS2
7346,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3CNC(=O)[C@@H]3C1)CS2
7347,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3CNC(=O)[C@@H]3C1)CS2
7348,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3CNC(=O)[C@@H]3C1)CS2
7349,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3CNC(=O)[C@@H]3C1)CS2
7350,Cc1cccc2c1[C@H](C(=O)N1CC[C@@H]3CNC(=O)[C@H]3C1)CS2
7351,Cc1cccc2c1[C@@H](C(=O)N1CC[C@@H]3CNC(=O)[C@H]3C1)CS2
7352,Cc1cccc2c1[C@H](C(=O)N1CC[C@H]3CNC(=O)[C@H]3C1)CS2
7353,Cc1cccc2c1[C@@H](C(=O)N1CC[C@H]3CNC(=O)[C@H]3C1)CS2
7354,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C)C[C@H](C(N)=O)C1)CS2
7355,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C)C[C@H](C(N)=O)C1)CS2
7356,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1)CS2
7357,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1)CS2
7358,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C)C[C@@H](C(N)=O)C1)CS2
7359,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C)C[C@@H](C(N)=O)C1)CS2
7360,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C)C[C@@H](C(N)=O)C1)CS2
7361,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C)C[C@@H](C(N)=O)C1)CS2
7362,Cc1cccc2c1[C@H](C(=O)NN1CCC[C@H](C(N)=O)C1)CS2
7363,Cc1cccc2c1[C@@H](C(=O)NN1CCC[C@H](C(N)=O)C1)CS2
7364,Cc1cccc2c1[C@H](C(=O)NN1CCC[C@@H](C(N)=O)C1)CS2
7365,Cc1cccc2c1[C@@H](C(=O)NN1CCC[C@@H](C(N)=O)C1)CS2
7366,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(N)=O)CC[C@@H]1C)CS2
7367,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(N)=O)CC[C@@H]1C)CS2
7368,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C)CS2
7369,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(N)=O)CC[C@@H]1C)CS2
7370,Cc1cccc2c1[C@H](C(=O)N1C[C@H](C(N)=O)CC[C@H]1C)CS2
7371,Cc1cccc2c1[C@@H](C(=O)N1C[C@H](C(N)=O)CC[C@H]1C)CS2
7372,Cc1cccc2c1[C@H](C(=O)N1C[C@@H](C(N)=O)CC[C@H]1C)CS2
7373,Cc1cccc2c1[C@@H](C(=O)N1C[C@@H](C(N)=O)CC[C@H]1C)CS2
7374,Cc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(=O)NN)C1)CS2
7375,Cc1ccc2c(c1)[C@@H](C(=O)N1CCC[C@H](C(=O)NN)C1)CS2
7376,Cc1ccc2c(c1)[C@H](C(=O)N1CCC[C@@H](C(=O)NN)C1)CS2
7377,Cc1ccc2c(c1)[C@@H](C(=O)N1CCC[C@@H](C(=O)NN)C1)CS2
7378,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@@H]31)CS2
7379,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@@H]31)CS2
7380,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@H]13)CS2
7381,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@H]13)CS2
7382,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@@H]31)CS2
7383,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@@H]31)CS2
7384,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@@H]31)CS2
7385,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@@H]31)CS2
7386,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@H]31)CS2
7387,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@@H]3C[C@H]31)CS2
7388,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@@H]13)CS2
7389,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@H]1CN[C@@H]3C[C@@H]13)CS2
7390,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@H]31)CS2
7391,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@@H]1CN[C@H]3C[C@H]31)CS2
7392,Cc1ccc2c(c1)[C@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@H]31)CS2
7393,Cc1ccc2c(c1)[C@@H](C(=O)NNC(=O)[C@H]1CN[C@H]3C[C@H]31)CS2
7394,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7395,Cc1ccc2c(c1)[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7396,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7397,Cc1ccc2c(c1)[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@@H]31)CS2
7398,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7399,Cc1ccc2c(c1)[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7400,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7401,Cc1ccc2c(c1)[C@@H](C(=O)N1C[C@@H](C(=O)NN)[C@H]3C[C@@H]31)CS2
7402,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7403,Cc1ccc2c(c1)[C@@H](C(=O)N1C[C@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
7404,Cc1ccc2c(c1)[C@H](C(=O)N1C[C@@H](C(=O)NN)[C@@H]3C[C@H]31)CS2
